Train End Draw,Target Draw,Training Size,Research Version,Research Config Hash,M1 Set@4,M1 Hit@4,M1 Set@5,M1 Hit@5,M1 Set@6,M1 Hit@6,M2 Set@4,M2 Hit@4,M2 Set@5,M2 Hit@5,M2 Set@6,M2 Hit@6,M3 Set@4,M3 Hit@4,M3 Set@5,M3 Hit@5,M3 Set@6,M3 Hit@6,M4-A Set@4,M4-A Hit@4,M4-A Set@5,M4-A Hit@5,M4-A Set@6,M4-A Hit@6,M4-B Set@4,M4-B Hit@4,M4-B Set@5,M4-B Hit@5,M4-B Set@6,M4-B Hit@6,M4-C Set@4,M4-C Hit@4,M4-C Set@5,M4-C Hit@5,M4-C Set@6,M4-C Hit@6,M4-D Set@4,M4-D Hit@4,M4-D Set@5,M4-D Hit@5,M4-D Set@6,M4-D Hit@6,M4-E Set@4,M4-E Hit@4,M4-E Set@5,M4-E Hit@5,M4-E Set@6,M4-E Hit@6,M4-F Set@4,M4-F Hit@4,M4-F Set@5,M4-F Hit@5,M4-F Set@6,M4-F Hit@6,M5 Set@4,M5 Hit@4,M5 Set@5,M5 Hit@5,M5 Set@6,M5 Hit@6,M6 Set@4,M6 Hit@4,M6 Set@5,M6 Hit@5,M6 Set@6,M6 Hit@6,Ensemble Set@4,Ensemble Hit@4,Ensemble Set@5,Ensemble Hit@5,Ensemble Set@6,Ensemble Hit@6,M7 Set@4,M7 Hit@4,M7 Set@5,M7 Hit@5,M7 Set@6,M7 Hit@6,M8 Set@4,M8 Hit@4,M8 Set@5,M8 Hit@5,M8 Set@6,M8 Hit@6,M9 Set@4,M9 Hit@4,M9 Set@5,M9 Hit@5,M9 Set@6,M9 Hit@6,M10 Set@4,M10 Hit@4,M10 Set@5,M10 Hit@5,M10 Set@6,M10 Hit@6,Random Expected Hit@4,Random Expected Hit@5,Random Expected Hit@6
49190,49191,16929,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,12 20 56 60,1,12 20 56 60 79,1,12 20 56 60 79 30,1,10 18 21 51,1,10 18 21 51 73,1,10 18 21 51 73 16,2,3 8 29 70,2,3 8 29 70 65,2,3 8 29 70 65 34,2,3 8 29 61,3,3 8 29 61 49,3,3 8 29 61 49 39,3,10 38 51 69,0,10 38 51 69 65,0,10 38 51 69 65 73,0,3 8 29 61,3,3 8 29 61 49,3,3 8 29 61 49 39,3,3 29 61 70,3,3 29 61 70 39,3,3 29 61 70 39 49,3,1 2 3 4,2,1 2 3 4 5,2,1 2 3 4 5 6,2,3 8 34 61,2,3 8 34 61 29,3,3 8 34 61 29 79,3,1 5 11 19,1,1 5 11 19 21,2,1 5 11 19 21 33,2,29 31 36 39,2,29 31 36 39 26,2,29 31 36 39 26 38,2,79 61 60 51,1,79 61 60 51 33,1,79 61 60 51 33 49,1,8 29 39 49,1,8 29 39 49 66,2,8 29 39 49 61 66,3,3 8 29 61,3,3 8 29 61 49,3,3 8 29 61 49 39,3,8 39 66 70,1,14 29 65 70 79,1,8 29 39 65 66 70,2,39 61 65 79,1,39 61 65 79 33,1,39 61 65 79 33 60,1,1.0,1.25,1.5
49191,49192,16930,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,20 52 56 61,1,20 52 56 61 30,1,20 52 56 61 30 13,1,10 16 18 21,2,10 16 18 21 73,3,10 16 18 21 73 51,3,8 29 34 61,0,8 29 34 61 70,0,8 29 34 61 70 49,0,3 12 29 39,2,3 12 29 39 70,2,3 12 29 39 70 34,2,18 21 38 69,2,18 21 38 69 5,2,18 21 38 69 5 56,3,3 12 29 39,2,3 12 29 39 70,2,3 12 29 39 70 34,2,3 29 34 39,2,3 29 34 39 70,2,3 29 34 39 70 61,2,1 2 3 4,2,1 2 3 4 5,2,1 2 3 4 5 6,2,3 12 29 61,1,3 12 29 61 76,1,3 12 29 61 76 14,2,1 3 13 16,1,1 3 13 16 21,1,1 3 13 16 21 25,2,31 36 38 39,3,31 36 38 39 26,3,31 36 38 39 26 56,4,61 52 33 79,1,61 52 33 79 54,1,61 52 33 79 54 40,1,8 29 39 49,1,8 29 34 39 52,1,3 8 12 29 33 49,2,3 12 29 39,2,3 12 29 39 70,2,3 12 29 39 70 34,2,3 8 33 49,2,3 8 33 49 54,2,3 8 29 33 49 54,2,29 52 54 61,0,29 52 54 61 3,1,29 52 54 61 3 66,1,1.0,1.25,1.5
49192,49193,16931,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,20 33 56 60,0,20 33 56 60 67,1,20 33 56 60 67 36,1,10 18 21 73,3,10 18 21 73 16,3,10 18 21 73 16 38,3,8 29 61 70,2,8 29 61 70 65,2,8 29 61 70 65 3,3,3 29 34 39,1,3 29 34 39 61,2,3 29 34 39 61 70,3,18 30 56 73,2,18 30 56 73 21,3,18 30 56 73 21 49,3,3 29 34 39,1,3 29 34 39 61,2,3 29 34 39 61 70,3,3 29 34 39,1,3 29 34 39 61,2,3 29 34 39 61 70,3,1 2 3 4,2,1 2 3 4 5,2,1 2 3 4 5 6,2,3 29 34 64,1,3 29 34 64 61,2,3 29 34 64 61 14,2,2 3 10 14,1,2 3 10 14 18,2,2 3 10 14 18 25,3,31 36 38 58,1,31 36 38 58 39,1,31 36 38 58 39 40,2,61 33 60 51,1,61 33 60 51 20,1,61 33 60 51 20 52,1,8 29 39 70,1,8 29 39 66 70,1,8 29 34 39 66 70,1,3 29 34 39,1,3 29 34 39 61,2,3 29 34 39 61 70,3,8 39 66 70,1,8 39 65 66 70,1,3 8 29 33 49 54,1,3 14 36 39,1,3 14 36 39 73,2,3 14 36 39 73 60,2,1.0,1.25,1.5
49193,49194,16932,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,13 25 56 61,0,13 25 56 61 67,0,13 25 56 61 67 36,0,10 18 21 73,0,10 18 21 73 16,0,10 18 21 73 16 38,0,3 8 29 34,0,3 8 29 34 39,1,3 8 29 34 39 65,1,3 8 29 70,0,3 8 29 70 39,1,3 8 29 70 39 61,1,18 51 56 73,0,18 51 56 73 38,0,18 51 56 73 38 21,0,3 8 29 70,0,3 8 29 70 39,1,3 8 29 70 39 61,1,3 29 39 70,1,3 29 39 70 34,1,3 29 39 70 34 61,1,1 2 3 4,1,1 2 3 4 5,1,1 2 3 4 5 6,1,3 29 33 64,0,3 29 33 64 70,0,3 29 33 64 70 34,0,1 3 12 13,2,1 3 12 13 15,2,1 3 12 13 15 18,2,21 28 31 38,1,21 28 31 38 39,2,21 28 31 38 39 51,2,61 3 33 36,0,61 3 33 36 40,0,61 3 33 36 40 51,0,8 29 39 70,1,8 29 39 66 70,2,8 29 39 65 66 70,2,3 8 29 70,0,3 8 29 70 39,1,3 8 29 70 39 61,1,8 39 66 70,2,8 35 39 66 70,2,8 35 39 65 66 70,2,3 31 40 61,1,3 31 40 61 12,2,3 31 40 61 12 70,2,1.0,1.25,1.5
49194,49195,16933,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,13 58 61 68,1,13 58 61 68 56,2,13 58 61 68 56 67,2,10 18 21 73,1,10 18 21 73 16,1,10 18 21 73 16 51,1,3 29 34 61,1,3 29 34 61 8,1,3 29 34 61 8 70,2,29 34 39 70,2,29 34 39 70 61,2,29 34 39 70 61 8,2,21 38 69 73,0,21 38 69 73 56,1,21 38 69 73 56 51,1,29 34 39 70,2,29 34 39 70 61,2,29 34 39 70 61 8,2,29 34 39 70,2,29 34 39 70 61,2,29 34 39 70 61 3,2,1 2 3 4,1,1 2 3 4 5,1,1 2 3 4 5 6,1,3 12 29 61,0,3 12 29 61 34,1,3 12 29 61 34 14,1,1 9 12 19,0,1 9 12 19 22,1,1 9 12 19 22 27,1,31 38 51 58,2,31 38 51 58 21,2,31 38 51 58 21 28,3,61 60 3 33,1,61 60 3 33 39,1,61 60 3 33 39 51,1,8 29 39 70,1,8 29 34 39 70,2,8 29 34 39 60 70,3,29 34 39 70,2,29 34 39 70 61,2,29 34 39 70 61 8,2,29 34 70 79,2,29 34 54 70 79,2,29 34 54 66 70 79,3,12 39 54 66,1,12 39 54 66 27,1,12 39 54 66 27 31,2,1.0,1.25,1.5
49195,49196,16934,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,28 56 58 68,0,28 56 58 68 13,0,28 56 58 68 13 61,0,10 18 21 73,1,10 18 21 73 16,1,10 18 21 73 16 51,2,8 29 34 70,1,8 29 34 70 39,1,8 29 34 70 39 65,2,3 29 39 70,2,3 29 39 70 34,2,3 29 39 70 34 12,2,18 38 56 73,1,18 38 56 73 69,1,18 38 56 73 69 54,2,3 29 39 70,2,3 29 39 70 34,2,3 29 39 70 34 12,2,3 29 39 70,2,3 29 39 70 34,2,3 29 39 70 34 61,2,1 2 3 4,2,1 2 3 4 5,2,1 2 3 4 5 6,2,12 14 29 61,0,12 14 29 61 3,1,12 14 29 61 3 70,2,4 15 18 22,0,4 15 18 22 23,1,4 15 18 22 23 24,1,28 38 51 58,2,28 38 51 58 21,3,28 38 51 58 21 59,3,52 61 66 39,0,52 61 66 39 3,1,52 61 66 39 3 35,1,29 34 70 79,2,29 34 39 70 79,2,29 34 39 66 70 79,2,3 29 39 70,2,3 29 39 70 34,2,3 29 39 70 34 12,2,29 34 70 79,2,22 29 66 70 79,2,29 34 35 65 70 79,3,34 52 66 70,1,34 52 66 70 31,1,34 52 66 70 31 60,1,1.0,1.25,1.5
49196,49197,16935,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,3 28 58 61,1,3 28 58 61 18,2,3 28 58 61 18 56,2,10 18 21 73,2,10 18 21 73 51,2,10 18 21 73 51 38,3,29 34 61 70,1,29 34 61 70 8,1,29 34 61 70 8 44,1,3 29 39 54,1,3 29 39 54 70,2,3 29 39 54 70 61,2,38 51 56 73,1,38 51 56 73 18,2,38 51 56 73 18 66,2,3 29 39 54,1,3 29 39 54 70,2,3 29 39 54 70 61,2,3 29 34 70,1,3 29 34 70 61,1,3 29 34 70 61 39,1,1 2 3 4,0,1 2 3 4 5,0,1 2 3 4 5 6,1,3 29 34 54,1,3 29 34 54 64,1,3 29 34 54 64 39,1,2 3 7 21,0,2 3 7 21 23,0,2 3 7 21 23 26,1,28 51 56 58,1,28 51 56 58 59,1,28 51 56 58 59 60,1,3 33 61 51,0,3 33 61 51 79,0,3 33 61 51 79 60,0,8 29 39 70,1,8 29 39 66 70,1,8 29 39 54 66 70,2,3 29 39 54,1,3 29 39 54 70,2,3 29 39 54 70 61,2,29 34 70 79,1,29 34 54 70 79,2,29 34 54 66 70 79,2,3 33 54 70,2,3 33 54 70 79,2,3 33 54 70 79 65,2,1.0,1.25,1.5
49197,49198,16936,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,28 50 58 61,2,28 50 58 61 18,2,28 50 58 61 18 3,2,10 18 21 73,1,10 18 21 73 38,1,10 18 21 73 38 51,2,8 29 34 70,1,8 29 34 70 39,1,8 29 34 70 39 65,1,3 29 34 70,1,3 29 34 70 61,2,3 29 34 70 61 64,2,18 21 38 69,0,18 21 38 69 51,1,18 21 38 69 51 73,1,3 29 34 70,1,3 29 34 70 61,2,3 29 34 70 61 64,2,3 29 34 61,1,3 29 34 61 70,2,3 29 34 61 70 49,2,1 2 3 4,2,1 2 3 4 5,2,1 2 3 4 5 6,2,29 34 61 64,1,29 34 61 64 70,2,29 34 61 64 70 33,2,6 10 16 17,1,6 10 16 17 18,1,6 10 16 17 18 20,2,26 28 30 56,2,26 28 30 56 58,2,26 28 30 56 58 60,2,70 20 60 33,2,70 20 60 33 3,2,70 20 60 33 3 18,2,29 34 70 79,1,29 34 66 70 79,1,29 34 61 66 70 79,2,3 29 34 70,1,3 29 34 70 61,2,3 29 34 70 61 64,2,29 34 70 79,1,29 34 54 70 79,1,29 34 54 66 70 79,1,20 38 69 70,2,20 38 69 70 18,2,20 38 69 70 18 54,2,1.0,1.25,1.5
49200,49201,16938,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,13 28 31 58,2,13 28 31 58 67,2,13 28 31 58 67 61,2,10 18 21 73,2,10 18 21 73 51,2,10 18 21 73 51 16,3,3 8 29 61,2,3 8 29 61 39,2,3 8 29 61 39 12,2,3 29 34 39,1,3 29 34 39 70,1,3 29 34 39 70 8,2,18 21 51 73,2,18 21 51 73 56,2,18 21 51 73 56 69,2,3 29 34 39,1,3 29 34 39 70,1,3 29 34 39 70 8,2,3 29 39 70,1,3 29 39 70 34,1,3 29 39 70 34 8,2,1 2 3 4,1,1 2 3 4 5,1,1 2 3 4 5 6,1,3 29 34 35,1,3 29 34 35 39,1,3 29 34 35 39 70,1,2 4 9 11,2,2 4 9 11 12,2,2 4 9 11 12 13,2,20 28 30 60,1,20 28 30 60 26,2,20 28 30 60 26 18,2,70 61 51 3,0,70 61 51 3 36,1,70 61 51 3 36 12,1,29 39 66 70,1,29 34 39 66 70,1,29 34 39 65 66 70,1,3 29 34 39,1,3 29 34 39 70,1,3 29 34 39 70 8,2,9 34 61 66,0,9 29 34 44 61,2,9 29 34 36 44 61,3,12 34 49 55,0,12 34 49 55 28,1,12 34 49 55 28 44,2,1.0,1.25,1.5
49201,49202,16939,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,13 28 50 58,1,13 28 50 58 67,2,13 28 50 58 67 26,2,10 18 21 73,1,10 18 21 73 16,1,10 18 21 73 16 38,2,3 8 29 70,2,3 8 29 70 39,2,3 8 29 70 39 34,2,3 29 34 39,2,3 29 34 39 8,2,3 29 34 39 8 70,2,18 21 51 73,0,18 21 51 73 56,0,18 21 51 73 56 38,1,3 29 34 39,2,3 29 34 39 8,2,3 29 34 39 8 70,2,3 29 34 70,2,3 29 34 70 61,2,3 29 34 70 61 39,2,1 2 3 4,2,1 2 3 4 5,2,1 2 3 4 5 6,2,3 34 61 70,1,3 34 61 70 79,1,3 34 61 70 79 14,2,4 8 11 16,1,4 8 11 16 21,1,4 8 11 16 21 22,1,18 26 28 30,0,18 26 28 30 58,0,18 26 28 30 58 20,0,70 36 61 54,0,70 36 61 54 21,0,70 36 61 54 21 3,1,8 29 39 70,1,8 29 39 66 70,2,8 29 34 39 66 70,2,3 29 34 39,2,3 29 34 39 8,2,3 29 34 39 8 70,2,8 39 66 70,1,8 29 39 66 70,2,8 29 34 39 66 70,2,8 29 36 73,1,8 29 36 73 44,1,8 29 36 73 44 63,1,1.0,1.25,1.5
49202,49203,16940,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,13 28 53 58,1,13 28 53 58 50,1,13 28 53 58 50 67,1,10 18 21 73,3,10 18 21 73 38,3,10 18 21 73 38 16,3,8 29 34 61,0,8 29 34 61 3,0,8 29 34 61 3 39,1,3 8 29 34,0,3 8 29 34 39,1,3 8 29 34 39 64,1,18 21 56 73,4,18 21 56 73 38,4,18 21 56 73 38 69,5,3 8 29 34,0,3 8 29 34 39,1,3 8 29 34 39 64,1,3 29 34 61,0,3 29 34 61 8,0,3 29 34 61 8 39,1,1 2 3 4,0,1 2 3 4 5,0,1 2 3 4 5 6,1,3 12 29 34,1,3 12 29 34 39,2,3 12 29 34 39 8,2,3 4 10 13,0,3 4 10 13 14,0,3 4 10 13 14 29,0,18 20 28 30,2,18 20 28 30 58,2,18 20 28 30 58 60,2,54 3 70 66,0,54 3 70 66 36,1,54 3 70 66 36 61,1,8 29 34 70,0,8 29 39 66 70,1,8 29 34 39 66 70,1,3 8 29 34,0,3 8 29 34 39,1,3 8 29 34 39 64,1,8 39 66 70,1,8 35 39 66 70,1,8 35 39 65 66 70,1,3 29 52 66,1,3 29 52 66 65,1,3 29 52 66 65 33,2,1.0,1.25,1.5
49203,49204,16941,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,28 36 53 58,1,28 36 53 58 50,2,28 36 53 58 50 67,2,10 18 21 73,1,10 18 21 73 38,2,10 18 21 73 38 16,2,3 8 29 61,1,3 8 29 61 34,1,3 8 29 61 34 65,1,3 29 39 61,1,3 29 39 61 34,1,3 29 39 61 34 70,2,18 38 56 73,1,18 38 56 73 54,1,18 38 56 73 54 21,1,3 29 39 61,1,3 29 39 61 34,1,3 29 39 61 34 70,2,3 29 61 70,2,3 29 61 70 34,2,3 29 61 70 34 39,2,1 2 3 4,1,1 2 3 4 5,1,1 2 3 4 5 6,1,3 29 34 70,1,3 29 34 70 64,1,3 29 34 70 64 60,2,6 12 18 20,1,6 12 18 20 21,1,6 12 18 20 21 24,1,18 20 58 60,2,18 20 58 60 28,2,18 20 58 60 28 16,2,54 33 70 52,1,54 33 70 52 3,1,54 33 70 52 3 36,1,12 29 54 61,1,29 34 54 61 70,2,29 34 52 54 61 70,2,3 29 39 61,1,3 29 39 61 34,1,3 29 39 61 34 70,2,29 34 38 52,1,33 34 54 66 70,2,29 33 34 54 66 70,2,12 39 52 73,0,12 39 52 73 33,0,12 39 52 73 33 36,0,1.0,1.25,1.5
49204,49205,16942,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,28 36 58 68,1,28 36 58 68 53,1,28 36 58 68 53 50,1,10 18 21 73,0,10 18 21 73 38,0,10 18 21 73 38 51,1,8 29 39 65,0,8 29 39 65 34,1,8 29 39 65 34 70,2,3 14 29 61,0,3 14 29 61 34,1,3 14 29 61 34 70,2,18 21 38 54,0,18 21 38 54 69,1,18 21 38 54 69 10,1,3 14 29 61,0,3 14 29 61 34,1,3 14 29 61 34 70,2,3 29 34 61,1,3 29 34 61 14,1,3 29 34 61 14 70,2,1 2 3 4,1,1 2 3 4 5,2,1 2 3 4 5 6,2,3 14 34 61,1,3 14 34 61 29,1,3 14 34 61 29 12,1,4 7 10 11,1,4 7 10 11 20,1,4 7 10 11 20 23,2,20 30 58 60,0,20 30 58 60 18,0,20 30 58 60 18 28,1,70 61 66 33,1,70 61 66 33 54,1,70 61 66 33 54 51,2,14 29 61 70,1,14 29 54 61 70,1,29 33 54 61 66 70,1,3 14 29 61,0,3 14 29 61 34,1,3 14 29 61 34 35,2,3 12 33 49,0,33 34 54 66 70,2,3 12 29 33 49 54,0,51 61 66 70,2,51 61 66 70 68,2,51 61 66 70 68 49,2,1.0,1.25,1.5
49205,49206,16943,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,28 50 53 70,1,28 50 53 70 31,1,28 50 53 70 31 58,1,10 18 21 73,1,10 18 21 73 38,1,10 18 21 73 38 51,2,3 8 29 34,1,3 8 29 34 70,1,3 8 29 34 70 61,1,3 29 39 70,1,3 29 39 70 34,1,3 29 39 70 34 8,1,18 38 51 69,1,18 38 51 69 54,2,18 38 51 69 54 73,2,3 29 39 70,1,3 29 39 70 34,1,3 29 39 70 34 8,1,3 29 39 70,1,3 29 39 70 34,1,3 29 39 70 34 52,2,1 2 3 4,0,1 2 3 4 5,0,1 2 3 4 5 6,0,3 29 34 52,2,3 29 34 52 35,2,3 29 34 52 35 49,2,2 5 7 13,0,2 5 7 13 15,1,2 5 7 13 15 16,1,18 20 30 60,0,18 20 30 60 28,0,18 20 30 60 28 58,0,70 66 61 51,1,70 66 61 51 33,2,70 66 61 51 33 3,2,8 29 39 70,1,8 29 39 66 70,1,8 29 34 39 66 70,1,3 29 39 70,1,3 29 39 70 34,1,3 29 39 70 34 8,1,29 34 70 79,1,29 34 54 70 79,2,8 35 39 65 66 70,0,34 51 70 79,1,34 51 70 79 69,1,34 51 70 79 69 35,1,1.0,1.25,1.5
49206,49207,16944,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,28 31 53 58,1,28 31 53 58 70,1,28 31 53 58 70 4,1,10 18 21 73,0,10 18 21 73 51,1,10 18 21 73 51 38,1,3 29 34 61,0,3 29 34 61 8,0,3 29 34 61 8 65,1,3 8 29 34,0,3 8 29 34 39,0,3 8 29 34 39 61,0,18 21 51 73,1,18 21 51 73 69,1,18 21 51 73 69 38,1,3 8 29 34,0,3 8 29 34 39,0,3 8 29 34 39 61,0,3 29 34 70,0,3 29 34 70 8,0,3 29 34 70 8 39,0,1 2 3 4,1,1 2 3 4 5,1,1 2 3 4 5 6,2,8 29 34 60,0,8 29 34 60 70,0,8 29 34 60 70 76,1,10 11 12 15,0,10 11 12 15 27,0,10 11 12 15 27 29,0,18 20 30 60,1,18 20 30 60 58,2,18 20 30 60 58 16,2,70 54 52 12,0,70 54 52 12 51,1,70 54 52 12 51 33,2,12 29 54 61,0,29 34 54 61 70,0,29 34 52 54 61 70,0,3 8 29 34,0,3 8 29 34 39,0,3 8 29 34 39 61,0,12 44 61 72,0,12 44 61 65 72,1,12 29 44 61 65 72,1,12 29 33 54,1,12 29 33 54 52,1,12 29 33 54 52 72,1,1.0,1.25,1.5
49207,49208,16945,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,28 46 53 67,0,28 46 53 67 70,0,28 46 53 67 70 58,0,10 18 21 51,1,10 18 21 51 73,1,10 18 21 51 73 38,2,3 29 34 61,3,3 29 34 61 70,3,3 29 34 61 70 64,3,8 29 54 61,1,8 29 54 61 70,1,8 29 54 61 70 39,1,21 38 51 73,2,21 38 51 73 54,2,21 38 51 73 54 18,2,8 29 54 61,1,8 29 54 61 70,1,8 29 54 61 70 39,1,29 39 61 70,1,29 39 61 70 3,2,29 39 61 70 3 79,3,1 2 3 4,1,1 2 3 4 5,1,1 2 3 4 5 6,1,3 29 61 70,2,3 29 61 70 12,3,3 29 61 70 12 8,3,1 6 9 13,1,1 6 9 13 14,2,1 6 9 13 14 24,3,16 20 30 60,0,16 20 30 60 18,0,16 20 30 60 18 56,0,70 51 33 54,1,70 51 33 54 52,1,70 51 33 54 52 66,1,29 54 61 70,1,29 54 61 66 70,1,29 33 54 61 66 70,1,8 29 54 61,1,8 29 54 61 70,1,8 29 54 61 70 39,1,33 54 66 70,0,33 34 54 66 70,1,29 33 34 54 66 70,2,33 50 51 65,2,33 50 51 65 42,2,33 50 51 65 42 58,2,1.0,1.25,1.5
49208,49209,16946,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,13 28 53 70,0,13 28 53 70 12,1,13 28 53 70 12 46,2,10 18 21 51,1,10 18 21 51 73,2,10 18 21 51 73 38,2,3 29 61 70,1,3 29 61 70 8,1,3 29 61 70 8 65,1,3 8 29 39,0,3 8 29 39 34,0,3 8 29 39 34 52,1,18 38 69 73,2,18 38 69 73 51,2,18 38 69 73 51 21,2,3 8 29 39,0,3 8 29 39 34,0,3 8 29 39 34 52,1,3 29 34 39,0,3 29 34 39 8,0,3 29 34 39 8 52,1,1 2 3 4,0,1 2 3 4 5,0,1 2 3 4 5 6,1,3 29 34 63,0,3 29 34 63 61,1,3 29 34 63 61 39,1,3 12 13 14,1,3 12 13 14 22,1,3 12 13 14 22 24,1,13 18 20 60,3,13 18 20 60 30,3,13 18 20 60 30 53,3,70 12 3 54,1,70 12 3 54 65,1,70 12 3 54 65 52,2,3 12 29 65,1,3 29 34 52 54,1,3 29 34 52 54 70,1,3 8 29 39,0,3 8 29 39 34,0,3 8 29 39 34 52,1,29 34 70 79,1,29 34 54 70 79,1,14 29 44 65 70 79,1,3 12 29 65,1,3 12 29 65 79,2,3 12 29 65 79 49,2,1.0,1.25,1.5
49209,49210,16947,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,12 28 46 53,0,12 28 46 53 51,1,12 28 46 53 51 58,1,10 18 21 51,1,10 18 21 51 73,1,10 18 21 51 73 38,2,8 29 34 61,0,8 29 34 61 65,0,8 29 34 61 65 3,1,3 29 61 70,1,3 29 61 70 12,1,3 29 61 70 12 79,1,18 38 51 69,3,18 38 51 69 30,3,18 38 51 69 30 54,3,3 29 61 70,1,3 29 61 70 12,1,3 29 61 70 12 79,1,3 29 61 70,1,3 29 61 70 39,1,3 29 61 70 39 34,1,1 2 3 4,1,1 2 3 4 5,1,1 2 3 4 5 6,1,3 12 61 70,1,3 12 61 70 29,1,3 12 61 70 29 79,1,6 7 12 18,0,6 7 12 18 20,1,6 7 12 18 20 25,2,18 20 30 58,1,18 20 30 58 60,2,18 20 30 58 60 16,3,52 70 66 51,2,52 70 66 51 20,3,52 70 66 51 20 54,3,14 29 70 79,1,14 29 61 70 79,1,12 14 29 61 70 79,1,3 29 61 70,1,3 29 61 70 12,1,3 29 61 70 12 79,1,29 34 70 79,0,29 34 54 70 79,0,29 34 54 66 70 79,0,52 61 66 79,1,52 61 66 79 60,2,52 61 66 79 60 20,3,1.0,1.25,1.5
49212,49213,16949,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,20 26 51 53,1,20 26 51 53 28,1,20 26 51 53 28 13,1,10 18 21 51,1,10 18 21 51 73,1,10 18 21 51 73 38,2,8 29 61 70,1,8 29 61 70 34,1,8 29 61 70 34 3,1,8 29 39 70,1,8 29 39 70 3,1,8 29 39 70 3 61,1,18 38 51 73,1,18 38 51 73 10,2,18 38 51 73 10 69,2,8 29 39 70,1,8 29 39 70 3,1,8 29 39 70 3 61,1,3 29 39 70,1,3 29 39 70 34,1,3 29 39 70 34 61,1,1 2 3 4,1,1 2 3 4 5,1,1 2 3 4 5 6,1,12 29 34 79,1,12 29 34 79 61,1,12 29 34 79 61 8,1,2 7 10 14,1,2 7 10 14 19,2,2 7 10 14 19 20,2,16 18 20 60,1,16 18 20 60 56,1,16 18 20 60 56 58,1,51 20 54 65,2,51 20 54 65 14,2,51 20 54 65 14 52,3,8 14 29 70,1,8 14 29 61 70,1,8 29 54 61 66 70,3,8 29 39 70,1,8 29 39 70 3,1,8 29 39 70 3 61,1,14 65 70 79,1,14 29 65 70 79,2,14 29 35 65 70 79,2,14 54 65 66,3,14 54 65 66 69,3,14 54 65 66 69 35,3,1.0,1.25,1.5
49213,49214,16950,2.0.0,90c2d5fdc1da5153837e300db529492e631fad5fe6838a16d058b3902db9df98,20 26 28 53,2,20 26 28 53 67,3,20 26 28 53 67 4,3,10 18 21 51,2,10 18 21 51 73,2,10 18 21 51 73 38,2,3 8 29 61,2,3 8 29 61 34,2,3 8 29 61 34 39,3,3 29 34 39,3,3 29 34 39 33,3,3 29 34 39 33 52,4,18 38 51 69,3,18 38 51 69 21,3,18 38 51 69 21 52,4,3 29 34 39,3,3 29 34 39 33,3,3 29 34 39 33 52,4,3 29 39 70,3,3 29 39 70 34,3,3 29 39 70 34 61,3,1 2 3 4,1,1 2 3 4 5,2,1 2 3 4 5 6,2,29 39 52 54,4,29 39 52 54 60,4,29 39 52 54 60 3,5,4 10 19 23,0,4 10 19 23 26,1,4 10 19 23 26 29,2,20 53 58 60,0,20 53 58 60 30,0,20 53 58 60 30 18,1,52 54 51 33,3,52 54 51 33 65,3,52 54 51 33 65 38,3,29 33 52 54,3,3 29 33 52 54,4,3 29 33 34 52 54,4,3 29 34 39,3,3 29 34 39 33,3,3 29 34 39 33 52,4,29 34 38 52,2,14 29 38 52 61,3,14 29 38 52 61 65,3,29 33 52 60,2,29 33 52 60 54,3,29 33 52 60 54 65,3,1.0,1.25,1.5
