Train End Draw,Target Draw,Training Size,Strategy Version,Config Version,Config Hash,M1 Top6,M1 Hit@4,M1 Hit@5,M1 Hit@6,M2 Top6,M2 Hit@4,M2 Hit@5,M2 Hit@6,M3 Top6,M3 Hit@4,M3 Hit@5,M3 Hit@6,M4 Top6,M4 Hit@4,M4 Hit@5,M4 Hit@6,M5 Top6,M5 Hit@4,M5 Hit@5,M5 Hit@6,M6 Top6,M6 Hit@4,M6 Hit@5,M6 Hit@6,Ensemble Top6,Ensemble Hit@4,Ensemble Hit@5,Ensemble Hit@6,Random Expected Hit@4,Random Expected Hit@5,Random Expected Hit@6
39218,39219,7690,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,3 17 68 72 1 60,1,2,2,4 39 65 67 73 80,2,3,4,23 54 61 70 63 52,0,0,0,23 34 54 61 42 14,0,1,1,5 12 14 15 17 19,1,2,3,23 24 28 29 43 22,0,0,0,73 19 33 20 29 12,3,3,3,1.0,1.25,1.5
39219,39220,7691,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,17 20 41 72 1 3,1,1,2,4 39 73 80 67 65,1,1,1,9 14 23 34 73 42,1,1,2,14 23 42 54 61 19,2,3,3,1 5 7 17 18 19,2,2,2,3 23 29 43 28 24,2,3,3,73 19 42 20 33 9,1,1,1,1.0,1.25,1.5
39220,39221,7692,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,3 17 45 60 72 78,0,0,0,4 39 73 80 67 65,1,1,1,12 23 34 42 19 44,0,0,1,19 23 34 42 14 29,0,1,1,3 7 8 10 11 14,1,2,3,3 23 28 43 13 8,0,0,0,29 42 73 19 20 68,1,1,2,1.0,1.25,1.5
39221,39222,7693,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,17 27 72 73 3 60,0,0,0,4 39 73 80 67 69,3,3,4,19 23 42 61 54 14,0,0,0,14 23 34 42 54 68,1,1,2,10 11 14 15 22 27,0,0,0,3 23 28 43 24 48,0,0,0,73 42 68 14 29 76,1,1,1,1.0,1.25,1.5
39222,39223,7694,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,3 17 27 68 8 35,1,1,1,4 39 73 80 67 68,2,2,2,12 19 52 54 61 16,0,1,2,14 20 23 34 42 64,2,2,2,1 4 8 25 26 33,3,3,3,3 8 23 28 48 43,0,0,0,73 20 39 29 68 14,2,2,3,1.0,1.25,1.5
39223,39224,7695,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,8 17 27 68 35 45,2,2,2,4 39 73 80 67 9,2,2,2,14 23 34 73 16 19,1,1,1,14 23 34 63 54 19,1,1,1,1 4 9 14 16 17,0,0,1,4 24 28 44 8 48,0,0,0,73 14 29 9 68 4,1,1,1,1.0,1.25,1.5
39224,39225,7696,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,17 20 27 47 68 35,2,2,2,4 39 73 80 67 9,1,2,3,23 34 54 61 70 73,1,1,2,34 42 54 61 14 19,1,1,1,2 7 17 20 21 23,1,1,1,24 27 28 29 4 44,1,1,1,29 20 73 39 14 44,1,1,1,1.0,1.25,1.5
39225,39226,7697,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,17 27 47 73 20 78,1,1,2,4 39 73 80 67 9,1,1,2,19 42 61 73 54 14,1,2,2,12 19 42 54 61 73,2,3,3,6 7 9 11 13 27,1,1,1,7 27 28 29 47 24,0,1,1,73 50 14 29 20 9,0,0,1,1.0,1.25,1.5
39226,39227,7698,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,17 20 27 47 73 35,2,2,2,4 39 73 80 67 9,0,0,0,12 23 34 61 54 73,2,3,3,14 34 42 54 19 23,1,1,2,9 12 23 25 26 35,2,2,2,7 27 29 47 24 77,1,1,1,73 9 20 14 39 61,0,0,1,1.0,1.25,1.5
39227,39228,7699,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,17 27 73 74 78 61,0,0,0,4 39 73 80 67 9,0,0,0,23 44 54 61 73 52,1,1,1,14 34 54 61 12 23,2,2,2,1 5 6 11 17 18,2,2,2,7 27 28 47 8 77,1,1,1,73 61 39 9 54 20,0,1,1,1.0,1.25,1.5
39230,39231,7701,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,7 14 17 27 74 1,1,1,1,4 39 73 80 67 25,0,1,2,19 23 54 61 42 73,1,1,1,14 23 34 42 54 61,0,1,1,7 12 14 19 25 27,0,1,1,7 9 27 77 79 29,0,0,0,14 19 54 29 27 61,1,1,1,1.0,1.25,1.5
39231,39232,7702,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,7 14 17 56 25 59,1,2,2,4 39 73 80 25 67,1,2,3,12 14 23 54 61 34,1,1,2,23 34 54 61 33 64,1,1,1,3 10 17 20 25 31,0,1,1,7 9 47 77 79 49,2,2,2,54 14 50 27 19 20,0,0,0,1.0,1.25,1.5
39232,39233,7703,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,7 17 25 56 59 27,2,2,2,4 25 39 73 80 67,2,2,2,16 23 44 54 14 61,0,1,1,14 23 42 54 65 39,2,2,3,6 7 9 12 18 22,2,2,3,7 17 47 77 9 27,1,1,1,14 54 39 9 44 20,2,2,2,1.0,1.25,1.5
39233,39234,7704,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,7 14 17 25 56 37,2,2,2,4 25 39 73 80 67,0,1,1,14 21 23 54 19 61,2,2,2,14 23 34 42 19 70,2,2,2,7 8 11 12 14 15,1,2,2,7 17 27 47 77 19,2,2,2,14 39 54 42 11 68,1,1,1,1.0,1.25,1.5
39234,39235,7705,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,7 14 25 56 37 17,1,2,2,4 39 73 80 25 9,1,1,2,14 19 34 42 61 12,2,3,4,23 34 42 54 19 33,2,2,2,3 7 14 16 23 24,1,2,2,7 17 27 77 8 9,0,0,1,14 54 39 29 44 11,1,1,1,1.0,1.25,1.5
39235,39236,7706,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,7 14 25 47 56 61,1,1,1,4 39 73 80 9 67,1,1,1,14 19 52 61 16 73,0,0,1,14 19 23 34 54 68,2,3,3,4 5 6 9 12 14,0,0,0,7 9 27 77 8 17,1,1,1,14 9 65 68 61 12,0,0,0,1.0,1.25,1.5
39236,39237,7707,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,7 14 25 47 23 56,1,1,1,4 39 73 80 9 25,1,1,2,12 16 54 61 34 42,2,2,3,14 23 34 42 54 61,1,2,2,3 13 20 23 26 27,1,1,1,7 17 27 77 47 78,0,0,0,14 54 76 23 29 73,2,3,3,1.0,1.25,1.5
39237,39238,7708,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,7 23 25 47 49 56,1,1,2,4 39 54 73 80 25,2,2,3,12 34 54 61 19 23,1,1,1,14 19 23 34 42 52,0,1,2,8 12 13 24 25 29,1,2,3,27 47 77 79 7 74,1,1,2,54 14 29 9 23 12,3,3,3,1.0,1.25,1.5
39238,39239,7709,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,7 25 54 56 47 79,1,1,2,39 54 73 80 4 25,2,2,2,14 23 34 54 44 19,1,1,1,14 54 63 65 34 23,2,2,2,5 9 13 25 26 29,1,2,2,29 49 77 79 9 27,2,2,2,54 29 14 42 9 39,1,1,2,1.0,1.25,1.5
39239,39240,7710,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,7 25 54 79 12 47,1,1,1,25 39 54 62 73 80,2,2,2,19 23 34 54 42 65,3,3,3,14 34 42 54 23 12,3,4,4,1 7 12 13 14 18,1,2,2,7 9 77 79 17 19,0,0,0,14 54 42 29 12 9,2,2,2,1.0,1.25,1.5
39242,39243,7712,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,12 25 54 56 62 76,0,0,0,25 39 54 62 73 80,0,1,1,14 23 34 54 42 19,0,0,0,14 34 54 61 23 42,1,1,1,10 18 21 22 26 27,2,2,2,27 29 37 47 17 77,1,1,1,54 14 42 29 23 76,0,0,0,1.0,1.25,1.5
39243,39244,7713,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,14 25 62 79 13 12,2,2,2,39 62 73 80 25 54,1,1,1,12 23 54 61 14 42,0,0,0,14 23 34 54 65 12,0,1,1,5 9 10 13 16 22,1,2,2,19 29 39 77 79 27,1,2,2,14 54 42 65 29 64,1,1,1,1.0,1.25,1.5
39244,39245,7714,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,13 14 62 79 7 12,0,1,1,25 39 54 62 67 73,1,1,1,23 34 44 54 14 42,2,2,3,14 19 34 42 54 63,2,3,4,2 3 8 10 16 18,1,1,1,9 29 39 77 79 19,0,0,1,14 64 42 65 54 79,2,3,3,1.0,1.25,1.5
39245,39246,7715,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,12 42 62 79 7 33,2,2,2,39 54 62 80 25 67,1,1,1,14 16 34 73 61 44,2,2,2,19 42 54 61 23 14,0,0,1,1 3 5 7 19 20,0,0,0,9 29 77 79 76 39,1,2,2,42 54 14 65 62 79,1,1,2,1.0,1.25,1.5
39246,39247,7716,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,26 42 62 79 12 33,1,1,1,25 39 54 62 67 80,1,2,2,19 23 54 61 34 65,1,2,2,14 19 34 54 61 33,2,2,2,8 10 12 14 17 26,0,0,0,74 76 77 79 78 6,0,0,0,14 54 65 42 76 29,0,0,0,1.0,1.25,1.5
39247,39248,7717,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,12 26 28 42 62 79,0,0,0,25 39 62 67 80 26,1,1,1,14 23 54 61 34 63,0,1,1,14 23 34 42 65 19,1,1,2,15 16 18 19 28 31,2,2,3,66 76 77 78 79 36,1,1,2,14 42 65 68 34 79,1,2,2,1.0,1.25,1.5
39248,39249,7718,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,36 46 62 79 42 76,0,0,0,25 39 62 80 26 46,0,0,0,14 23 54 73 44 19,3,4,4,14 23 34 42 54 39,1,2,2,5 17 18 19 24 31,0,0,0,36 76 77 79 78 66,0,0,1,14 34 39 42 76 68,1,1,2,1.0,1.25,1.5
39249,39250,7719,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,46 62 70 79 63 36,1,1,1,25 39 54 62 73 80,2,2,2,14 19 23 34 61 44,1,2,2,14 34 42 54 23 19,1,1,1,7 11 14 15 16 21,0,0,0,76 77 78 79 66 74,1,1,1,14 68 54 76 34 63,0,1,1,1.0,1.25,1.5
39250,39251,7720,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,13 34 46 70 79 18,3,3,3,25 39 46 62 73 80,2,2,2,16 23 54 61 34 12,1,1,1,14 23 33 34 42 52,0,0,0,2 5 6 8 12 13,2,2,3,36 76 77 79 66 16,1,1,2,34 14 54 61 68 31,0,0,0,1.0,1.25,1.5
39251,39252,7721,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,13 36 46 62 70 34,0,0,0,25 39 46 62 67 14,0,0,1,14 23 42 54 73 61,2,2,2,14 23 54 61 42 19,1,2,3,3 4 5 6 10 11,0,1,1,36 66 76 77 37 79,0,0,0,54 62 34 19 61 14,1,1,2,1.0,1.25,1.5
39254,39255,7723,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,10 18 36 70 26 13,3,3,3,14 39 46 62 67 73,2,3,3,23 34 42 61 19 52,1,1,1,14 23 34 54 35 16,2,3,3,1 6 9 12 13 14,0,0,0,16 36 76 77 17 37,1,2,2,14 34 42 19 61 46,1,1,1,1.0,1.25,1.5
39255,39256,7724,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,10 34 36 70 18 51,1,1,1,39 46 62 67 54 14,1,2,2,14 23 34 54 73 9,2,2,3,14 23 54 73 42 19,1,1,1,10 11 15 17 25 29,2,2,2,17 36 37 77 76 67,1,1,1,14 34 39 61 70 62,1,1,1,1.0,1.25,1.5
39256,39257,7725,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,10 34 36 46 70 5,0,0,0,39 46 54 62 67 14,3,4,4,52 54 61 73 34 23,2,2,3,14 34 54 61 23 42,2,3,3,4 5 9 11 17 20,3,3,3,17 37 67 77 16 36,3,3,3,34 14 20 54 61 68,1,2,2,1.0,1.25,1.5
39257,39258,7726,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,10 34 36 70 46 67,0,0,1,39 54 62 67 46 4,2,2,2,23 34 54 73 14 12,0,0,1,14 19 34 42 54 33,0,0,0,3 4 9 11 23 29,0,0,0,17 37 67 77 36 39,1,1,2,34 54 61 19 14 68,0,0,1,1.0,1.25,1.5
39258,39259,7727,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,16 34 36 70 46 5,0,1,1,39 54 62 67 46 4,1,2,2,14 23 54 61 8 65,2,2,2,14 23 34 42 63 61,0,0,1,8 12 16 18 20 21,1,1,1,17 36 37 67 77 16,1,1,1,68 34 61 20 39 14,2,2,2,1.0,1.25,1.5
39259,39260,7728,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,34 46 48 51 66 18,1,1,1,39 46 54 62 67 4,1,2,2,23 34 54 61 19 12,1,2,2,14 19 34 54 23 42,2,2,2,11 12 24 26 27 35,2,2,2,17 37 67 77 38 47,2,2,2,68 54 61 34 46 11,1,1,1,1.0,1.25,1.5
39260,39261,7729,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,34 41 48 70 17 19,1,1,1,39 46 54 62 67 14,1,1,1,19 34 42 54 14 63,1,1,1,14 23 61 65 34 63,0,0,0,9 14 17 19 24 26,0,0,0,17 37 67 77 47 68,0,0,0,14 61 19 68 54 34,0,0,0,1.0,1.25,1.5
39261,39262,7730,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,34 41 48 70 17 67,0,1,1,39 46 54 62 67 4,0,0,0,14 23 34 54 65 70,1,1,1,14 23 34 42 54 65,1,1,1,4 8 12 20 22 30,1,2,2,17 37 47 67 77 18,1,1,1,14 61 12 34 19 54,2,3,3,1.0,1.25,1.5
39262,39263,7731,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,40 48 61 70 41 34,0,0,0,39 46 54 62 67 14,2,3,3,19 34 42 61 29 14,0,0,0,14 19 34 54 42 23,0,0,1,7 8 9 10 14 15,1,1,2,17 18 19 37 67 47,0,1,2,19 61 14 34 68 9,0,0,1,1.0,1.25,1.5
39263,39264,7732,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,11 40 61 67 17 46,2,2,2,39 46 62 67 54 4,0,0,1,23 34 39 73 14 64,1,1,1,14 23 42 54 34 65,0,0,1,3 4 9 11 15 16,3,3,3,17 19 37 67 20 14,0,0,0,14 39 61 20 9 73,1,2,3,1.0,1.25,1.5
39266,39267,7734,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,9 11 61 67 20 26,3,3,4,39 46 62 67 73 4,1,2,2,42 54 61 73 16 23,2,2,2,14 23 34 54 19 63,1,1,1,1 2 8 9 11 13,2,3,3,14 16 17 19 67 37,2,3,3,61 9 19 34 73 20,1,2,2,1.0,1.25,1.5
39267,39268,7735,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,9 11 26 61 73 67,1,1,1,39 46 62 67 73 4,0,0,0,19 23 54 73 61 14,2,2,3,14 34 42 61 54 23,2,2,3,1 2 5 11 14 17,1,2,3,14 17 19 67 37 16,3,3,3,61 14 73 19 9 34,2,2,3,1.0,1.25,1.5
39268,39269,7736,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,9 11 26 61 74 73,0,0,0,4 9 39 46 62 67,1,1,2,14 23 52 61 44 42,1,1,2,14 23 34 54 35 19,1,1,1,5 6 12 14 15 17,1,2,2,14 16 17 19 37 18,0,0,1,14 61 19 34 73 12,0,0,0,1.0,1.25,1.5
39269,39270,7737,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,9 11 26 61 73 67,1,1,1,4 9 39 46 62 67,1,1,1,16 34 42 61 14 23,1,1,1,14 19 23 42 52 54,0,1,2,1 6 15 18 22 23,1,1,1,14 16 17 19 36 37,0,1,1,14 64 61 9 34 19,0,1,1,1.0,1.25,1.5
39270,39271,7738,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,9 11 15 35 67 17,2,2,2,39 46 54 67 73 4,1,1,1,14 23 34 54 44 61,1,1,1,19 23 34 54 14 33,2,2,2,3 10 11 12 15 21,1,2,2,14 16 17 36 19 37,0,1,1,34 54 12 61 14 11,1,1,1,1.0,1.25,1.5
39271,39272,7739,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,9 11 15 26 46 64,2,2,3,9 25 39 46 54 67,0,1,1,34 42 54 61 14 23,3,4,4,14 19 23 34 65 42,2,3,3,3 9 15 18 19 25,1,1,1,16 17 19 36 66 14,1,1,2,9 34 64 19 61 14,2,3,4,1.0,1.25,1.5
39272,39273,7740,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,11 15 61 64 72 9,1,2,2,9 39 46 54 67 4,1,1,1,12 23 34 54 61 19,2,2,2,14 19 34 54 23 73,1,1,1,11 14 15 17 24 28,1,1,2,14 16 19 66 64 17,0,0,0,61 34 14 19 9 64,1,1,1,1.0,1.25,1.5
39273,39274,7741,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,11 15 64 72 24 74,1,1,1,39 46 54 67 4 9,1,1,2,12 14 23 54 61 21,2,2,2,14 34 42 54 23 61,1,2,2,10 11 12 21 28 29,1,1,1,14 16 34 64 66 36,0,1,1,34 12 14 61 11 19,0,1,1,1.0,1.25,1.5
39274,39275,7742,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,11 15 26 72 24 9,1,1,2,39 46 54 67 9 25,1,2,2,14 19 54 61 34 23,1,1,2,12 14 34 54 23 61,1,2,2,1 9 11 13 18 20,1,1,1,14 16 64 66 19 69,2,2,3,34 61 14 54 12 9,1,1,2,1.0,1.25,1.5
39275,39276,7743,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,9 11 15 72 69 74,2,2,2,9 25 39 46 54 67,1,1,2,12 19 34 73 61 14,1,1,1,19 23 34 42 14 54,0,0,0,3 9 14 16 21 22,1,1,1,14 16 19 66 64 69,0,0,0,14 34 23 9 19 11,0,0,0,1.0,1.25,1.5
39278,39279,7745,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,9 11 15 56 72 3,2,3,4,9 25 39 46 67 4,0,0,1,19 23 34 54 61 65,0,0,0,19 23 34 54 14 61,0,0,0,2 3 4 8 10 16,2,2,2,14 16 19 64 66 69,0,0,0,34 14 11 23 9 24,0,0,0,1.0,1.25,1.5
39279,39280,7746,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,3 11 15 72 24 56,0,0,0,4 9 39 46 67 25,3,3,4,14 19 23 54 12 70,1,1,1,12 14 34 54 23 42,1,2,2,3 4 13 15 17 21,1,1,1,14 16 64 66 19 18,1,1,1,34 23 14 12 11 28,2,2,2,1.0,1.25,1.5
39280,39281,7747,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,11 15 34 72 24 21,1,1,2,4 9 25 39 46 67,0,0,1,14 23 54 61 34 19,1,1,1,14 23 33 34 54 63,1,1,1,4 9 23 25 31 34,0,0,0,14 16 64 66 24 19,1,1,1,34 23 9 61 14 64,0,1,1,1.0,1.25,1.5
39281,39282,7748,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,15 24 34 72 3 23,1,1,1,9 39 46 67 4 25,2,2,3,12 14 52 61 19 54,1,1,1,14 23 34 54 42 61,0,0,1,1 5 10 14 20 21,1,1,2,14 16 64 66 19 24,1,1,1,14 34 68 23 29 12,1,2,2,1.0,1.25,1.5
39282,39283,7749,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,3 15 21 29 72 58,1,1,1,9 25 39 46 67 54,1,1,1,23 34 54 61 19 12,2,2,3,14 34 42 54 12 63,1,2,2,1 6 21 22 25 26,0,0,0,14 24 64 66 69 16,0,0,0,68 34 14 29 61 74,2,3,3,1.0,1.25,1.5
39283,39284,7750,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,3 15 21 72 34 68,0,0,0,9 25 39 46 67 68,2,3,3,23 54 61 68 34 44,0,0,0,14 34 54 61 42 23,0,0,0,3 11 12 13 27 28,1,1,1,14 24 64 66 68 16,1,1,2,68 34 12 61 14 28,1,1,1,1.0,1.25,1.5
39284,39285,7751,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,3 15 21 72 59 68,4,4,5,25 39 46 67 9 68,0,0,1,16 23 54 61 34 42,0,0,0,14 23 34 42 61 29,1,1,1,2 7 10 12 16 24,1,1,1,14 64 66 68 24 62,3,3,3,34 68 12 61 33 65,1,1,1,1.0,1.25,1.5
39285,39286,7752,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,3 21 68 72 15 63,1,1,2,25 39 46 67 9 14,0,1,1,12 19 42 61 34 14,2,2,2,14 23 34 42 54 61,1,1,1,1 2 3 14 15 19,0,0,1,14 62 64 68 24 66,1,1,2,68 34 14 12 61 63,1,1,2,1.0,1.25,1.5
39286,39287,7753,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,21 63 68 72 3 59,1,2,2,25 39 46 67 9 68,0,0,0,14 23 54 61 19 73,0,1,1,14 19 23 54 65 34,1,2,3,5 9 11 12 18 19,2,2,3,14 61 64 66 24 68,0,0,0,12 68 14 34 23 61,2,2,2,1.0,1.25,1.5
39287,39288,7754,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,21 63 68 72 3 50,2,3,3,25 39 46 67 9 68,0,0,0,14 44 54 61 42 34,0,0,1,14 34 42 54 19 68,1,1,1,3 11 12 13 16 19,1,2,2,14 61 64 66 68 69,1,1,2,68 12 34 14 65 70,1,1,1,1.0,1.25,1.5
39288,39289,7755,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,3 21 63 72 68 50,2,2,3,25 39 46 67 9 68,1,1,1,19 23 34 61 54 12,2,2,2,14 23 34 64 19 54,1,2,2,3 6 8 16 18 20,2,2,2,14 61 64 66 68 69,2,2,2,34 68 12 33 11 63,0,0,0,1.0,1.25,1.5
39289,39290,7756,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,3 21 63 72 50 68,0,0,0,25 39 46 67 9 68,2,2,2,14 19 23 54 42 70,0,1,1,14 23 54 61 42 12,1,2,2,1 3 4 5 6 13,2,2,3,11 14 61 64 19 69,2,2,3,68 14 61 12 19 34,1,1,1,1.0,1.25,1.5
39290,39291,7757,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,3 21 59 72 50 63,0,0,1,25 39 46 67 9 68,0,0,0,14 34 54 73 23 42,2,2,2,14 23 34 42 61 54,2,2,2,1 2 4 11 13 22,0,0,0,11 61 64 69 14 19,1,2,2,61 68 14 12 34 39,2,3,3,1.0,1.25,1.5
39291,39292,7758,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,3 21 33 59 63 50,2,2,2,25 39 46 67 9 68,1,1,1,14 19 34 61 73 42,1,1,1,14 23 34 54 61 29,0,0,0,8 12 14 17 27 29,1,2,2,11 19 61 69 14 64,1,1,1,34 61 14 12 68 33,1,1,2,1.0,1.25,1.5
39292,39293,7759,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,3 21 33 63 59 50,0,0,1,25 39 46 67 68 9,1,1,2,14 34 54 61 42 19,1,1,2,14 34 54 61 19 23,1,2,2,2 3 7 10 12 15,1,1,1,11 12 14 16 19 61,1,2,2,12 34 61 14 33 19,0,0,1,1.0,1.25,1.5
39293,39294,7760,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,3 19 21 59 33 31,1,1,1,25 39 46 67 9 68,1,1,1,19 23 34 61 14 73,1,1,1,19 34 54 65 14 42,0,0,0,2 4 5 9 16 19,1,1,1,11 14 16 19 61 12,0,1,2,19 12 34 61 14 33,2,2,2,1.0,1.25,1.5
39294,39295,7761,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,12 19 21 59 1 31,2,2,2,25 39 46 67 4 9,2,2,2,14 19 23 61 54 33,2,2,2,14 23 42 61 34 19,1,1,2,1 4 6 12 17 18,2,2,2,11 14 16 19 61 12,3,3,4,61 12 19 34 14 21,2,3,3,1.0,1.25,1.5
39295,39296,7762,1.0.0,1.0.0,b23bbeaca4e6e07441b8420d756d96f7d41aee3c0a3d24641743389459ad2638,2 12 19 21 1 33,1,1,1,25 39 46 67 14 4,0,0,0,14 54 61 65 44 73,1,2,2,14 23 42 54 34 61,1,1,1,2 5 6 7 10 11,1,2,2,11 14 16 19 12 61,1,1,1,12 14 61 19 34 21,1,1,1,1.0,1.25,1.5
